State,Crop,Year,Season,Area (ha),Production (tonnes),Yield (tonnes/ha),Fertilizer Used,Irrigation Type,Soil Type,Pesticide Used,Temperature (°C),Rainfall (mm),Labor Count,District,Market Price (Rs/quintal),Government Support
Uttar Pradesh,Sugarcane,2021,Rabi,1542.85,5693.92,3.69,Urea,Canal,Clay,Yes,32.9,846.1,40,Lucknow,4328.9,No
Maharashtra,Cotton,2018,Kharif,49585.11,105365.69,2.12,Compost,Sprinkler,Clay,Yes,22,1197.7,49,Patna,4385.4,No
Tamil Nadu,Maize,2019,Zaid,21501.09,55331.63,2.57,Compost,Sprinkler,Sandy,Yes,36.9,1078.7,6,Chennai,3713.85,Yes
Uttar Pradesh,Rice,2017,Kharif,24115.25,76214.21,3.16,DAP,Drip,Clay,Yes,31.6,1402.8,32,Patna,4816.06,No
West Bengal,Sugarcane,2018,Zaid,41547.44,94047.68,2.26,None,Canal,Black,No,39.7,1334.1,30,Patna,3044.02,Yes
Tamil Nadu,Rice,2020,Zaid,13796.96,49460.16,3.58,Compost,Rainfed,Red,No,32.7,906.1,27,Bangalore,4655.26,Yes
West Bengal,Wheat,2021,Rabi,26145.58,49454.72,1.89,Compost,Drip,Loamy,No,36.7,907.5,83,Mumbai,4871.25,Yes
Punjab,Sugarcane,2021,Rabi,21535.87,71023.1,3.3,None,Sprinkler,Clay,No,36,367.5,40,Bangalore,4388.63,No
Punjab,Rice,2017,Rabi,1316.75,3935.39,2.99,Urea,Drip,Clay,Yes,26.9,1075.2,95,Chennai,2239.03,Yes
Punjab,Cotton,2021,Zaid,29656.56,128247.5,4.32,Compost,Drip,Loamy,Yes,25.2,1215.6,10,Patna,1784.86,Yes
Tamil Nadu,Cotton,2019,Kharif,5479.68,18505.13,3.38,MOP,Sprinkler,Clay,No,28.6,1005.3,39,Kolkata,3192.48,Yes
Punjab,Sugarcane,2021,Kharif,13427.03,46004.49,3.43,Compost,Canal,Loamy,No,29.3,718.8,42,Mumbai,2812.06,No
Punjab,Cotton,2017,Rabi,29278.74,122150.18,4.17,Urea,Canal,Sandy,Yes,24.8,1471.1,39,Lucknow,4511.03,No
Haryana,Cotton,2019,Zaid,22053.99,82693.2,3.75,Urea,Drip,Black,Yes,37.9,241.9,78,Lucknow,1400.13,Yes
Uttar Pradesh,Wheat,2017,Rabi,9858.47,22737.5,2.31,DAP,Sprinkler,Black,Yes,30.9,1837.4,98,Ludhiana,2030.96,Yes
Bihar,Rice,2018,Kharif,28201.56,92049.18,3.26,MOP,Rainfed,Red,No,39.6,139.2,57,Ludhiana,4007.2,Yes
Haryana,Wheat,2019,Zaid,36430.51,139092.16,3.82,Urea,Drip,Clay,Yes,36.2,1928.5,42,Patna,1379.95,Yes
Punjab,Sugarcane,2018,Kharif,40781.44,62868.11,1.54,None,Rainfed,Red,Yes,31.1,978.5,97,Patna,2283.06,No
Tamil Nadu,Wheat,2021,Kharif,15383.2,35350.49,2.3,MOP,Drip,Sandy,No,38.9,884.1,63,Lucknow,2548.62,No
Tamil Nadu,Maize,2017,Kharif,23467.41,74949.56,3.19,MOP,Drip,Black,No,30.1,587.2,47,Lucknow,3490.38,No
Haryana,Rice,2021,Kharif,1928.32,7149.74,3.71,None,Sprinkler,Sandy,No,37.7,119.1,8,Kolkata,1632.53,No
West Bengal,Wheat,2019,Zaid,12322.96,51659.78,4.19,Compost,Sprinkler,Sandy,Yes,27.2,622.1,9,Chennai,4442.42,No
West Bengal,Maize,2019,Kharif,7768.14,31673.31,4.08,None,Rainfed,Clay,Yes,27.6,307.9,72,Patna,2790.17,No
Karnataka,Cotton,2020,Kharif,12714.25,47985.12,3.77,None,Rainfed,Sandy,No,28.4,1353.7,49,Lucknow,4668.09,No
Bihar,Rice,2020,Zaid,31398.19,122806.66,3.91,Compost,Canal,Black,Yes,30.9,706.2,84,Kolkata,2871.48,Yes
West Bengal,Cotton,2018,Zaid,44428.12,86817.59,1.95,Compost,Sprinkler,Red,Yes,31.1,1557.6,29,Amritsar,2100.16,Yes
Tamil Nadu,Rice,2020,Zaid,7405.15,26030.04,3.52,Compost,Drip,Black,Yes,29.9,493.1,82,Lucknow,1567.32,Yes
West Bengal,Rice,2020,Rabi,36579.45,95138.91,2.6,Compost,Drip,Clay,No,26.1,1810.4,15,Mumbai,1014.98,Yes
Uttar Pradesh,Rice,2019,Rabi,16350.06,55724.36,3.41,Compost,Canal,Black,No,38.5,1093.7,33,Mumbai,3128.63,Yes
Maharashtra,Maize,2020,Zaid,26646.95,113636.99,4.26,None,Sprinkler,Loamy,Yes,31.8,317.6,38,Amritsar,1428.63,Yes
Karnataka,Wheat,2020,Zaid,37812.67,158472.37,4.19,DAP,Drip,Red,Yes,28.2,861.6,90,Ludhiana,2566.91,No
Tamil Nadu,Wheat,2019,Rabi,32436.86,51143.5,1.58,DAP,Canal,Loamy,Yes,33,492.8,18,Chennai,3357.09,Yes
Punjab,Wheat,2019,Rabi,16530.19,64905.44,3.93,Urea,Canal,Loamy,Yes,35.4,479.4,28,Ludhiana,2102.74,No
Haryana,Wheat,2021,Kharif,43694.45,168453.07,3.86,DAP,Drip,Clay,No,39.2,1062.1,63,Patna,1700.9,Yes
Bihar,Wheat,2018,Zaid,42813.13,106368.37,2.48,DAP,Drip,Sandy,No,30,1376.6,43,Ludhiana,4098.89,No
Tamil Nadu,Wheat,2019,Rabi,12934.99,31278.64,2.42,None,Rainfed,Loamy,Yes,22.2,1832.1,30,Patna,4787.16,No
Bihar,Maize,2019,Rabi,1251.84,3550.5,2.84,Compost,Sprinkler,Black,Yes,28.8,1054.1,47,Lucknow,1401.76,Yes
Karnataka,Cotton,2019,Zaid,47341.74,115455.08,2.44,Compost,Rainfed,Sandy,No,29.6,1935.1,40,Mumbai,1622.36,Yes
Uttar Pradesh,Wheat,2021,Kharif,30294.16,52890.49,1.75,None,Canal,Black,Yes,37.9,1889.1,43,Chennai,4840.05,Yes
Maharashtra,Sugarcane,2019,Zaid,32279.18,78162,2.42,DAP,Drip,Black,No,27.9,1743.6,65,Chennai,1151.14,Yes
Tamil Nadu,Maize,2017,Zaid,11667.91,20587.52,1.76,None,Rainfed,Sandy,Yes,39.1,1050,20,Chennai,4910.53,Yes
Tamil Nadu,Wheat,2019,Zaid,34155.59,116407.1,3.41,Urea,Canal,Sandy,No,29.7,367.7,63,Lucknow,1018.58,No
Tamil Nadu,Sugarcane,2021,Kharif,16085.83,47157.22,2.93,Compost,Sprinkler,Black,Yes,39.5,514,10,Patna,4494.67,Yes
Karnataka,Cotton,2019,Zaid,6164.67,24760.78,4.02,MOP,Drip,Clay,Yes,20.2,1330.6,60,Chennai,2229.3,No
Tamil Nadu,Cotton,2021,Zaid,7957.72,19199.79,2.41,Urea,Rainfed,Red,No,38,901.3,12,Lucknow,4754.36,No
Bihar,Rice,2018,Rabi,44432.64,72940.18,1.64,Urea,Sprinkler,Red,No,38.6,378.9,98,Lucknow,2267.78,No
Maharashtra,Maize,2018,Zaid,14257.4,32027.47,2.25,None,Rainfed,Clay,Yes,39.2,1010.1,31,Amritsar,3617.23,Yes
Tamil Nadu,Cotton,2017,Rabi,38999.76,104494.61,2.68,DAP,Canal,Sandy,Yes,20.3,133.1,75,Bangalore,1320.13,Yes
Karnataka,Sugarcane,2017,Kharif,48813.16,127275.85,2.61,Compost,Sprinkler,Black,No,23.4,1494.4,31,Ludhiana,1969.32,Yes
Bihar,Wheat,2021,Rabi,9205.53,26583.55,2.89,MOP,Rainfed,Red,No,33.1,239.8,93,Chennai,4094.72,Yes
Tamil Nadu,Cotton,2017,Rabi,4093.37,11012.25,2.69,Urea,Sprinkler,Black,Yes,20.5,1295.3,50,Bangalore,3114.74,Yes
Haryana,Wheat,2021,Rabi,43589.57,134699.94,3.09,MOP,Canal,Clay,Yes,21.3,1606.7,45,Patna,4711.88,Yes
Bihar,Cotton,2021,Kharif,41063.55,171857.93,4.19,DAP,Sprinkler,Black,No,24.4,352,83,Lucknow,2715.01,No
Haryana,Rice,2017,Zaid,23443.4,53215.15,2.27,DAP,Rainfed,Clay,No,30.2,1085.4,29,Kolkata,4479.25,Yes
Haryana,Sugarcane,2021,Zaid,16721.87,54984.02,3.29,MOP,Canal,Sandy,No,30.9,1580.2,90,Ludhiana,2795.82,No
Tamil Nadu,Wheat,2021,Kharif,46113.88,116901.02,2.54,Compost,Drip,Clay,No,20.7,595.2,22,Ludhiana,4916.99,No
Punjab,Cotton,2017,Kharif,43241.73,78536.32,1.82,DAP,Rainfed,Clay,No,23.4,409.5,16,Chennai,4839.34,Yes
Uttar Pradesh,Sugarcane,2018,Zaid,37889.58,140137.55,3.7,MOP,Rainfed,Red,Yes,30,740,91,Kolkata,2316.55,Yes
Punjab,Rice,2017,Zaid,22096.26,41042.08,1.86,Urea,Canal,Black,Yes,31.9,1153.9,55,Mumbai,4543.69,Yes
Bihar,Cotton,2018,Zaid,19366.42,65148.48,3.36,MOP,Canal,Red,No,23,1193,43,Patna,4390.45,Yes
Bihar,Rice,2017,Zaid,2743.92,12300.97,4.48,MOP,Drip,Loamy,Yes,28,348.7,93,Amritsar,1842.72,Yes
Karnataka,Rice,2018,Rabi,14450.83,48756.98,3.37,None,Rainfed,Clay,Yes,38.1,969.4,14,Amritsar,3497.16,Yes
Karnataka,Rice,2021,Kharif,22764.99,80286.66,3.53,DAP,Canal,Loamy,No,40,609.7,98,Bangalore,1290.73,No
Haryana,Wheat,2018,Zaid,33907.8,54088.62,1.6,Compost,Drip,Red,Yes,39.7,1699.8,78,Lucknow,4346.84,No
Haryana,Rice,2020,Zaid,40595.32,99952.72,2.46,Compost,Drip,Black,Yes,37.6,695.8,81,Bangalore,1698.18,No
Tamil Nadu,Rice,2017,Rabi,20533.48,83956.62,4.09,None,Canal,Red,Yes,27.9,1693.5,58,Mumbai,1283.26,No
West Bengal,Cotton,2018,Rabi,43079.31,106735.2,2.48,Compost,Rainfed,Black,No,33.7,914.3,33,Mumbai,2600.88,No
Haryana,Maize,2019,Rabi,17529.2,69811.29,3.98,MOP,Sprinkler,Black,No,28.3,1480.5,45,Ludhiana,3307.69,No
Maharashtra,Wheat,2017,Kharif,12444.8,21212.91,1.7,None,Sprinkler,Sandy,Yes,33,1069.1,13,Amritsar,4419.67,Yes
Uttar Pradesh,Wheat,2020,Zaid,18800.37,52940.76,2.82,Urea,Drip,Clay,Yes,26.2,1281.7,67,Kolkata,4896.97,Yes
Uttar Pradesh,Sugarcane,2021,Zaid,17177.64,31270.21,1.82,DAP,Sprinkler,Red,Yes,32.1,851.2,81,Chennai,2757.97,Yes
Tamil Nadu,Rice,2018,Kharif,16416.82,57820.9,3.52,DAP,Sprinkler,Black,Yes,30.5,1559.6,41,Amritsar,1241.79,No
Tamil Nadu,Maize,2019,Kharif,4456.25,18842.31,4.23,DAP,Canal,Red,Yes,20.5,907.9,18,Amritsar,3996.46,No
West Bengal,Wheat,2020,Kharif,27686.91,47997.18,1.73,MOP,Drip,Red,Yes,35.8,969.2,77,Kolkata,3260.69,No
Uttar Pradesh,Wheat,2019,Kharif,43122.62,86522.52,2.01,Urea,Rainfed,Black,No,20.2,1083.6,76,Ludhiana,2791.57,Yes
West Bengal,Rice,2020,Kharif,41984.63,126264.45,3.01,None,Drip,Loamy,Yes,25.9,1680.5,43,Ludhiana,2237.08,Yes
Punjab,Wheat,2019,Zaid,49058.9,162766.57,3.32,None,Canal,Clay,Yes,20.1,1352.8,44,Kolkata,3009.59,Yes
Bihar,Rice,2021,Rabi,27683.21,54802.77,1.98,DAP,Sprinkler,Clay,No,27.5,763.4,58,Mumbai,2354.72,No
Uttar Pradesh,Rice,2018,Rabi,16205.12,48777.98,3.01,Urea,Rainfed,Sandy,Yes,21.3,1373.6,7,Kolkata,4028.05,No
Maharashtra,Wheat,2020,Kharif,8632.89,27117.08,3.14,Urea,Drip,Sandy,Yes,38.3,1320.6,59,Bangalore,3175.57,No
Maharashtra,Maize,2018,Rabi,21262.31,34432.91,1.62,Urea,Sprinkler,Sandy,Yes,28.3,1868.9,37,Mumbai,4507.39,Yes
Haryana,Cotton,2020,Zaid,18264.03,29757.59,1.63,Compost,Drip,Clay,Yes,29.2,1698.7,75,Kolkata,3174.18,No
West Bengal,Maize,2017,Kharif,7918.75,30016.4,3.79,Compost,Rainfed,Loamy,No,27,1330.1,23,Lucknow,1953.05,Yes
Punjab,Cotton,2018,Zaid,31755.77,65926.51,2.08,DAP,Drip,Clay,Yes,32.6,748.9,38,Mumbai,4404.37,Yes
Haryana,Wheat,2017,Kharif,45964.72,191323.86,4.16,Urea,Drip,Clay,No,35.7,1581.2,82,Mumbai,3228.88,Yes
Karnataka,Rice,2019,Zaid,41195.88,131233.24,3.19,Urea,Drip,Clay,Yes,33,1192.9,54,Amritsar,1827.36,Yes
Bihar,Rice,2018,Rabi,34751.71,109669.76,3.16,None,Sprinkler,Clay,Yes,35,1972,51,Chennai,3494.03,Yes
Bihar,Wheat,2017,Rabi,48419.4,168174.92,3.47,None,Rainfed,Loamy,No,38.1,570.3,50,Amritsar,2430.87,Yes
Uttar Pradesh,Sugarcane,2017,Zaid,38206.23,138994.14,3.64,DAP,Rainfed,Sandy,Yes,37.3,251.3,60,Patna,4377.62,Yes
Karnataka,Maize,2018,Rabi,9827.77,17980.78,1.83,Urea,Sprinkler,Red,No,33.5,232.8,61,Mumbai,2813.2,No
Tamil Nadu,Cotton,2017,Zaid,21205.96,36407.05,1.72,DAP,Sprinkler,Sandy,No,24.3,1316.1,87,Kolkata,3905.77,Yes
Haryana,Wheat,2019,Rabi,36539.07,94313.99,2.58,None,Sprinkler,Sandy,No,32.8,1884.6,55,Kolkata,1382.14,No
West Bengal,Wheat,2021,Rabi,15600.88,27602.3,1.77,None,Canal,Red,Yes,30.1,103.7,58,Kolkata,2584.1,Yes
West Bengal,Wheat,2018,Kharif,13031.98,51306.63,3.94,Compost,Drip,Clay,Yes,34.3,1479,94,Mumbai,4932.97,Yes
Bihar,Wheat,2017,Kharif,28950.07,93934.08,3.24,DAP,Drip,Loamy,Yes,36.7,1348.4,85,Kolkata,4233.84,Yes
Haryana,Maize,2021,Kharif,22744.8,53384.41,2.35,DAP,Rainfed,Loamy,Yes,34.9,1491.4,32,Patna,1639.76,No
Haryana,Cotton,2017,Rabi,36714.62,88276.24,2.4,Urea,Drip,Sandy,No,36.9,775.3,23,Mumbai,2111.06,Yes
West Bengal,Rice,2017,Kharif,44621.59,82314.3,1.84,Urea,Canal,Red,Yes,21.3,1658.9,31,Kolkata,2319.26,Yes
Bihar,Rice,2019,Zaid,44163.86,72818.16,1.65,Compost,Sprinkler,Black,Yes,20.6,184.9,52,Mumbai,3601.46,No
Tamil Nadu,Maize,2020,Kharif,43758.67,77073.36,1.76,MOP,Rainfed,Clay,No,25.2,1535.3,23,Lucknow,4027.98,No
Haryana,Wheat,2018,Rabi,13825.8,46630.58,3.37,MOP,Rainfed,Sandy,No,38,607.4,55,Mumbai,3998.11,No
Karnataka,Cotton,2019,Rabi,45943.81,145213.48,3.16,MOP,Drip,Loamy,Yes,36.5,1006,11,Patna,3039.5,No
Bihar,Wheat,2020,Kharif,16297.4,59898.38,3.68,DAP,Rainfed,Red,No,33.7,1663,33,Amritsar,4243.28,Yes
Punjab,Rice,2019,Kharif,30467.82,76707.64,2.52,DAP,Sprinkler,Red,No,34,615.6,47,Mumbai,2748.31,Yes
Bihar,Cotton,2017,Kharif,1981.14,3343.22,1.69,None,Rainfed,Sandy,No,34.5,451.9,73,Chennai,1495.52,No
Karnataka,Rice,2021,Zaid,18492.14,62951.54,3.4,DAP,Sprinkler,Black,No,38.9,1394.5,98,Patna,3257.77,Yes
Karnataka,Wheat,2019,Rabi,10999.16,26131.07,2.38,DAP,Canal,Loamy,No,36.6,1113.5,62,Bangalore,4809.21,No
Haryana,Wheat,2021,Zaid,6200.15,19183.7,3.09,DAP,Canal,Sandy,Yes,32.5,1077.4,12,Lucknow,4171.97,No
